ensemble,seed,i,j,r_angstrom,is_edge_sharing,is_corner_sharing,f_OO_local,t_eV,kept_t_gt_tmin
BA_bad,2905007,43,50,4.16871,0,1,0.105674,0.183506,0
BA_bad,2905007,44,48,3.42995,0,1,0.088299,0.727921,1
BA_bad,2905007,44,60,2.82045,1,0,0.104315,2.523491,1
BA_bad,2905007,47,52,3.566234,0,1,0.093119,0.56271,1
BA_bad,2905007,47,57,2.963015,0,1,0.083931,1.716261,1
BA_bad,2905007,48,62,2.881655,0,1,0.100981,1.923169,1
BA_bad,2905007,53,63,3.110045,0,1,0.081362,1.320434,1
BA_bad,2905007,57,59,4.171329,0,1,0.096878,0.185875,0
BA_bad,2905007,60,63,3.13036,1,0,0.109218,1.422425,1
BA_bad,2905008,0,38,2.573293,0,1,0.09006,3.44346,1
BA_bad,2905008,0,41,3.833961,0,1,0.090622,0.347576,0
BA_bad,2905008,1,9,3.587784,0,1,0.096489,0.537454,1
BA_bad,2905008,1,15,3.29155,0,1,0.095871,0.92213,1
BA_bad,2905008,2,46,3.964381,0,1,0.142216,0.247316,0
BA_bad,2905008,4,30,3.457092,0,1,0.105788,0.669057,1
BA_bad,2905008,5,13,3.928361,0,1,0.116265,0.278122,0
BA_bad,2905008,5,46,3.95711,1,0,0.071236,0.341348,0
BA_bad,2905008,7,9,3.952709,0,1,0.107966,0.270532,0
BA_bad,2905008,8,31,3.386774,0,1,0.091414,0.78248,1
BA_bad,2905008,10,14,4.117361,0,1,0.121168,0.195316,0
BA_bad,2905008,11,27,2.877337,0,1,0.111981,1.896151,1
BA_bad,2905008,11,56,3.871271,0,1,0.088539,0.326136,0
BA_bad,2905008,12,31,3.340497,0,1,0.103436,0.830944,1
BA_bad,2905008,13,47,3.358282,0,1,0.106314,0.799886,1
BA_bad,2905008,16,35,3.214982,1,0,0.104863,1.230249,1
BA_bad,2905008,16,60,3.946943,1,0,0.112618,0.320097,0
BA_bad,2905008,17,31,3.822918,0,1,0.118969,0.335079,0
BA_bad,2905008,18,22,3.758918,0,1,0.12524,0.371738,1
BA_bad,2905008,18,52,3.440068,0,1,0.106727,0.688794,1
BA_bad,2905008,19,61,3.837856,0,1,0.093293,0.343284,0
BA_bad,2905008,20,53,3.288242,0,1,0.081044,0.955616,1
BA_bad,2905008,20,54,3.183024,0,1,0.113811,1.083691,1
BA_bad,2905008,21,51,2.787792,0,1,0.09854,2.292214,1
BA_bad,2905008,22,26,3.65241,1,0,0.100349,0.560414,1
BA_bad,2905008,23,32,2.882198,0,1,0.074157,2.027163,1
BA_bad,2905008,23,35,3.596955,0,1,0.125672,0.4986,1
BA_bad,2905008,24,37,2.976476,0,1,0.102096,1.615014,1
BA_bad,2905008,24,45,3.022161,0,1,0.09926,1.494739,1
BA_bad,2905008,25,34,3.332209,0,1,0.076936,0.889474,1
BA_bad,2905008,26,28,2.77025,1,0,0.100676,2.784851,1
BA_bad,2905008,31,32,3.708708,0,1,0.109316,0.420451,1
BA_bad,2905008,34,35,3.814858,0,1,0.099081,0.353824,1
BA_bad,2905008,34,40,4.004999,0,1,0.067796,0.266575,0
BA_bad,2905008,36,56,3.795964,0,1,0.124186,0.348257,0
BA_bad,2905008,38,53,3.283804,0,1,0.111975,0.905569,1
BA_bad,2905008,39,40,3.666396,0,1,0.095291,0.466991,1
BA_bad,2905008,40,50,3.625187,0,1,0.108814,0.489893,1
BA_bad,2905008,42,57,3.031101,0,1,0.104876,1.454213,1
BA_bad,2905008,44,63,3.133764,0,1,0.08096,1.265716,1
BA_bad,2905008,47,57,3.695675,0,1,0.102433,0.436501,1
BA_bad,2905008,47,61,2.577677,0,1,0.058857,3.636101,1
BA_bad,2905008,56,61,2.708701,0,1,0.06915,2.806948,1
BA_bad,2905009,0,41,2.832122,1,0,0.1192,2.398039,1
BA_bad,2905009,0,50,2.749384,0,1,0.092266,2.489042,1
BA_bad,2905009,1,35,3.376044,0,1,0.111633,0.766273,1
BA_bad,2905009,1,52,2.739986,0,1,0.092487,2.53082,1
BA_bad,2905009,2,47,2.680222,0,1,0.077619,2.906479,1
BA_bad,2905009,3,11,4.164979,1,0,0.106013,0.218198,0
BA_bad,2905009,4,25,3.191269,1,0,0.099417,1.298517,1
BA_bad,2905009,5,55,3.82899,0,1,0.065282,0.368965,1
BA_bad,2905009,7,11,3.529027,1,0,0.13904,0.649126,1
BA_bad,2905009,7,60,2.546003,0,1,0.100331,3.545045,1
BA_bad,2905009,8,13,4.049944,0,1,0.081646,0.238946,0
BA_bad,2905009,8,30,3.667164,0,1,0.129236,0.43573,1
BA_bad,2905009,9,20,3.810937,0,1,0.100911,0.355053,1
BA_bad,2905009,10,46,3.483073,0,1,0.099292,0.646531,1
BA_bad,2905009,11,17,2.552222,0,1,0.087288,3.597828,1
BA_bad,2905009,11,27,3.0891,0,1,0.110372,1.294365,1
BA_bad,2905009,12,42,4.077947,1,0,0.111636,0.252749,0
BA_bad,2905009,14,20,3.165534,0,1,0.090886,1.17119,1
BA_bad,2905009,14,24,2.968646,1,0,0.112265,1.897044,1
BA_bad,2905009,14,44,4.141128,1,0,0.091856,0.234413,0
BA_bad,2905009,15,37,2.720984,0,1,0.110214,2.528532,1
BA_bad,2905009,15,49,4.078387,0,1,0.095479,0.220712,0
BA_bad,2905009,16,34,3.692792,0,1,0.11089,0.431435,1
BA_bad,2905009,16,57,3.391527,1,0,0.122495,0.861536,1
BA_bad,2905009,17,27,3.446865,0,1,0.129533,0.650001,1
BA_bad,2905009,17,60,3.957346,0,1,0.072103,0.288209,0
BA_bad,2905009,18,33,4.176907,1,0,0.096917,0.217437,0
BA_bad,2905009,19,26,3.182228,0,1,0.093454,1.130356,1
BA_bad,2905009,19,57,4.197439,0,1,0.089889,0.179752,0
BA_bad,2905009,21,44,3.511464,0,1,0.112643,0.597825,1
BA_bad,2905009,23,30,2.557599,0,1,0.116459,3.360912,1
BA_bad,2905009,23,61,3.983504,0,1,0.08522,0.267706,0
BA_bad,2905009,24,29,4.108306,0,1,0.088229,0.21208,0
BA_bad,2905009,28,63,3.252411,1,0,0.085542,1.194594,1
BA_bad,2905009,29,49,3.404298,0,1,0.099393,0.745941,1
BA_bad,2905009,30,39,4.009043,0,1,0.088837,0.253718,0
BA_bad,2905009,31,37,3.701275,0,1,0.10806,0.427244,1
BA_bad,2905009,31,42,2.680039,0,1,0.12624,2.638026,1
BA_bad,2905009,33,45,3.645383,0,1,0.10119,0.479487,1
BA_bad,2905009,33,62,4.179081,0,1,0.08385,0.188112,0
BA_bad,2905009,34,59,2.96773,0,1,0.067617,1.758048,1
BA_bad,2905009,40,56,4.119073,0,1,0.087689,0.208193,0
BA_bad,2905009,41,42,4.065435,0,1,0.116909,0.216491,0
BA_bad,2905009,48,54,3.645031,1,0,0.126649,0.53888,1
BA_bad,2905009,48,55,3.252258,0,1,0.092804,0.996511,1
BA_bad,2905009,49,63,3.741424,0,1,0.130199,0.379964,1
BA_bad,2905009,54,57,3.907596,1,0,0.122025,0.337427,0
BA_bad,2905010,1,16,3.956437,0,1,0.096827,0.274758,0
BA_bad,2905010,1,23,3.950901,0,1,0.082089,0.28584,0
BA_bad,2905010,2,61,3.427581,0,1,0.107923,0.702928,1
BA_bad,2905010,5,24,3.588832,0,1,0.086377,0.547391,1
BA_bad,2905010,5,44,4.079059,0,1,0.121542,0.209246,0
BA_bad,2905010,6,34,3.485488,0,1,0.104576,0.636933,1
BA_bad,2905010,9,12,3.167601,1,0,0.112191,1.321421,1
BA_bad,2905010,9,28,3.472527,0,1,0.101113,0.656652,1
BA_bad,2905010,12,29,3.271077,0,1,0.10256,0.944385,1
BA_bad,2905010,12,37,3.450526,0,1,0.129318,0.645965,1
BA_bad,2905010,13,19,3.840641,0,1,0.109341,0.330763,0
BA_bad,2905010,13,38,3.296173,0,1,0.112059,0.885282,1
BA_bad,2905010,15,29,3.295558,0,1,0.086192,0.933328,1
BA_bad,2905010,15,37,3.125033,0,1,0.1135,1.204941,1
BA_bad,2905010,17,25,3.669032,0,1,0.097785,0.462445,1
BA_bad,2905010,18,51,2.749213,0,1,0.099256,2.45525,1
BA_bad,2905010,20,22,3.024054,0,1,0.117854,1.435226,1
BA_bad,2905010,20,62,3.376683,0,1,0.076745,0.820695,1
BA_bad,2905010,21,54,2.698718,0,1,0.104737,2.661994,1
BA_bad,2905010,22,33,3.257745,0,1,0.111951,0.949552,1
BA_bad,2905010,22,63,3.614494,0,1,0.104238,0.504104,1
BA_bad,2905010,23,28,3.565913,0,1,0.085127,0.572111,1
BA_bad,2905010,23,34,2.73598,0,1,0.108324,2.469839,1
BA_bad,2905010,23,35,3.387071,1,0,0.121631,0.870046,1
BA_bad,2905010,24,44,3.833399,0,1,0.079893,0.355478,1
BA_bad,2905010,25,40,3.898845,0,1,0.092542,0.307715,0
BA_bad,2905010,26,35,3.026619,0,1,0.10338,1.470506,1
BA_bad,2905010,27,57,3.3624,0,1,0.105483,0.795241,1
BA_bad,2905010,28,34,2.860531,0,1,0.105302,1.981275,1
BA_bad,2905010,29,37,3.702631,0,1,0.09822,0.434663,1
BA_bad,2905010,30,44,3.463988,0,1,0.113107,0.651118,1
BA_bad,2905010,31,51,2.808749,0,1,0.089538,2.246599,1
BA_bad,2905010,31,58,3.267508,0,1,0.091207,0.972362,1
BA_bad,2905010,32,61,4.05503,0,1,0.107131,0.224982,0
BA_bad,2905010,35,54,3.725202,0,1,0.091816,0.422563,1
BA_bad,2905010,37,62,3.929082,0,1,0.116792,0.277465,0
BA_bad,2905010,38,54,3.69852,0,1,0.111152,0.426742,1
BA_bad,2905010,43,47,3.257479,0,1,0.115271,0.943726,1
BA_bad,2905010,45,55,3.437391,0,1,0.106549,0.692401,1
BA_bad,2905010,47,55,4.018971,0,1,0.095019,0.246117,0
BA_bad,2905010,48,60,4.09812,0,1,0.084811,0.217525,0
BA_bad,2905010,50,58,3.984231,0,1,0.11228,0.253268,0
BA_bad,2905010,51,58,3.377295,0,1,0.056648,0.853404,1
BA_bad,2905010,52,60,2.736547,0,1,0.102669,2.495358,1
BA_bad,2905010,53,57,3.590412,0,1,0.094002,0.53756,1
BA_bad,2905010,55,63,3.117568,0,1,0.09241,1.274029,1
BA_bad,2905010,56,58,3.728082,1,0,0.123195,0.466566,1
BA_bad,2905011,0,2,3.705315,0,1,0.089882,0.43982,1
BA_bad,2905011,0,54,3.784114,0,1,0.088575,0.38211,1
BA_bad,2905011,2,21,3.710373,0,1,0.104338,0.423374,1
BA_bad,2905011,3,62,3.172749,0,1,0.124957,1.079785,1
BA_bad,2905011,4,43,2.767621,0,1,0.103509,2.354325,1
BA_bad,2905011,4,50,3.391164,0,1,0.086629,0.783721,1
BA_bad,2905011,5,17,3.00731,0,1,0.058244,1.666932,1
BA_bad,2905011,5,28,3.357355,0,1,0.080668,0.843405,1
BA_bad,2905011,6,39,3.109337,0,1,0.087846,1.3051,1
BA_bad,2905011,6,63,2.613131,0,1,0.100599,3.136056,1
BA_bad,2905011,7,10,4.033693,0,1,0.098965,0.237733,0
BA_bad,2905011,7,42,2.788709,0,1,0.100051,2.28149,1
BA_bad,2905011,8,25,3.707924,0,1,0.093564,0.434527,1
BA_bad,2905011,8,36,3.315621,0,1,0.099472,0.87631,1
BA_bad,2905011,9,30,3.874659,0,1,0.10976,0.310664,0
BA_bad,2905011,9,52,3.414632,0,1,0.119666,0.702969,1
BA_bad,2905011,10,31,3.647113,0,1,0.119808,0.46051,1
BA_bad,2905011,10,49,3.590563,0,1,0.116444,0.513823,1
BA_bad,2905011,11,55,2.51788,0,1,0.093483,3.782482,1
BA_bad,2905011,11,59,2.883257,1,0,0.102519,2.259268,1
BA_bad,2905011,12,24,3.74479,0,1,0.104408,0.397637,1
BA_bad,2905011,12,35,3.395648,0,1,0.11961,0.727737,1
BA_bad,2905011,14,63,2.746047,0,1,0.09254,2.502816,1
BA_bad,2905011,15,16,2.918213,0,1,0.087097,1.850163,1
BA_bad,2905011,17,36,3.824189,0,1,0.093637,0.35168,1
BA_bad,2905011,18,32,3.44087,0,1,0.107687,0.686471,1
BA_bad,2905011,18,63,3.504299,1,0,0.079506,0.76483,1
BA_bad,2905011,21,40,3.848076,0,1,0.094367,0.336241,0
BA_bad,2905011,22,40,4.135929,1,0,0.100957,0.232371,0
BA_bad,2905011,26,33,2.617576,0,1,0.088705,3.185697,1
BA_bad,2905011,30,47,3.799756,0,1,0.100937,0.362326,1
BA_bad,2905011,30,52,4.128786,0,1,0.100961,0.19919,0
BA_bad,2905011,31,42,3.695002,0,1,0.08612,0.451529,1
BA_bad,2905011,35,37,3.763227,1,0,0.09495,0.463122,1
BA_bad,2905011,35,57,3.437532,0,1,0.111883,0.684879,1
BA_bad,2905011,42,48,3.512553,0,1,0.107506,0.602806,1
BA_bad,2905011,47,53,3.286309,0,1,0.09955,0.924135,1
BA_bad,2905011,53,60,3.416312,1,0,0.104765,0.853303,1
BA_bad,2905012,1,51,3.36235,0,1,0.103345,0.798721,1
BA_bad,2905012,2,19,2.521453,1,0,0.122475,4.191057,1
BA_bad,2905012,2,39,4.071997,0,1,0.102114,0.220348,0
BA_bad,2905012,2,53,3.129424,0,1,0.120547,1.178631,1
BA_bad,2905012,5,57,3.641604,1,0,0.111071,0.559408,1
BA_bad,2905012,6,9,3.235904,0,1,0.099206,1.013526,1
BA_bad,2905012,7,41,3.565231,1,0,0.104992,0.650601,1
BA_bad,2905012,8,21,3.561203,0,1,0.106958,0.552379,1
BA_bad,2905012,10,19,3.958009,0,1,0.104605,0.269745,0
BA_bad,2905012,10,34,3.536139,0,1,0.114519,0.569458,1
BA_bad,2905012,11,17,3.270348,1,0,0.093753,1.13743,1
BA_bad,2905012,11,46,3.645777,0,1,0.081907,0.497983,1
BA_bad,2905012,12,19,3.154951,0,1,0.084929,1.208254,1
BA_bad,2905012,13,46,3.365662,1,0,0.124812,0.898844,1
BA_bad,2905012,14,34,3.599003,0,1,0.074465,0.550316,1
BA_bad,2905012,14,53,4.108203,0,1,0.082263,0.214665,0
BA_bad,2905012,15,38,3.913506,0,1,0.109473,0.289645,0
BA_bad,2905012,17,31,3.821689,1,0,0.070841,0.43699,1
BA_bad,2905012,17,38,3.593381,0,1,0.117902,0.50971,1
BA_bad,2905012,17,50,3.643274,1,0,0.109412,0.559566,1
BA_bad,2905012,18,23,2.605259,0,1,0.113961,3.097368,1
BA_bad,2905012,19,24,4.188734,0,1,0.0943,0.181016,0
BA_bad,2905012,19,34,3.568348,0,1,0.115616,0.53589,1
BA_bad,2905012,23,55,3.95931,0,1,0.105402,0.268679,0
BA_bad,2905012,24,52,3.721873,0,1,0.121509,0.400617,1
BA_bad,2905012,24,57,3.997505,0,1,0.08909,0.258966,0
BA_bad,2905012,25,45,2.716156,0,1,0.094212,2.633781,1
BA_bad,2905012,26,40,2.607569,0,1,0.082585,3.284146,1
BA_bad,2905012,28,50,4.161109,0,1,0.086022,0.193518,0
BA_bad,2905012,29,32,2.632256,1,0,0.083227,3.70614,1
BA_bad,2905012,32,54,3.642147,0,1,0.110639,0.473287,1
BA_bad,2905012,37,60,2.901254,0,1,0.085253,1.91515,1
BA_bad,2905012,38,50,2.881012,0,1,0.095667,1.945992,1
BA_bad,2905012,39,56,3.977302,0,1,0.079748,0.273722,0
BA_bad,2905012,42,53,4.032151,1,0,0.108713,0.276306,0
BA_bad,2905012,47,63,2.65703,0,1,0.117895,2.797022,1
BA_bad,2905012,55,62,2.970718,0,1,0.091229,1.667867,1
BA_bad,2905013,0,9,3.621719,0,1,0.093245,0.508585,1
BA_bad,2905013,0,19,3.147408,0,1,0.134324,1.109713,1
BA_bad,2905013,0,42,3.490565,0,1,0.109757,0.624575,1
BA_bad,2905013,1,39,4.196938,0,1,0.081042,0.183128,0
BA_bad,2905013,1,43,3.557819,0,1,0.105425,0.557494,1
BA_bad,2905013,4,7,3.819608,0,1,0.089934,0.357257,1
BA_bad,2905013,5,56,2.732488,0,1,0.066754,2.701055,1
BA_bad,2905013,7,40,3.803839,0,1,0.111452,0.352162,1
BA_bad,2905013,8,41,2.740429,0,1,0.099713,2.492495,1
BA_bad,2905013,8,55,3.584137,1,0,0.101435,0.633105,1
BA_bad,2905013,8,57,3.050096,0,1,0.094128,1.435374,1
BA_bad,2905013,10,13,3.198927,0,1,0.082392,1.121083,1
BA_bad,2905013,10,22,3.975994,0,1,0.117575,0.254382,0
BA_bad,2905013,10,36,3.342987,0,1,0.108133,0.819456,1
BA_bad,2905013,12,14,2.994449,0,1,0.081159,1.629935,1
BA_bad,2905013,14,45,3.987743,0,1,0.08673,0.26485,0
BA_bad,2905013,15,20,3.963351,0,1,0.092951,0.273437,0
BA_bad,2905013,15,28,3.792185,0,1,0.09206,0.373928,1
BA_bad,2905013,16,31,4.071916,1,0,0.074561,0.275204,0
BA_bad,2905013,16,57,3.072959,0,1,0.101982,1.355471,1
BA_bad,2905013,17,22,3.042225,0,1,0.09686,1.448129,1
BA_bad,2905013,17,50,3.040316,0,1,0.083653,1.49206,1
BA_bad,2905013,19,33,3.012712,1,0,0.077563,1.876824,1
BA_bad,2905013,20,37,2.96325,0,1,0.103893,1.648386,1
BA_bad,2905013,21,32,3.924561,0,1,0.090551,0.29483,0
BA_bad,2905013,22,46,3.818096,0,1,0.091607,0.357044,1
BA_bad,2905013,22,50,3.640861,0,1,0.101342,0.483298,1
BA_bad,2905013,23,48,2.704943,0,1,0.080869,2.760727,1
BA_bad,2905013,23,52,2.779666,0,1,0.112415,2.262662,1
BA_bad,2905013,23,61,3.384558,0,1,0.091202,0.78597,1
BA_bad,2905013,24,44,4.038414,0,1,0.110874,0.230154,0
BA_bad,2905013,24,56,3.235841,0,1,0.144084,0.926626,1
BA_bad,2905013,25,58,2.954646,0,1,0.116817,1.631649,1
BA_bad,2905013,26,61,3.673612,0,1,0.091399,0.464506,1
BA_bad,2905013,27,47,3.576281,0,1,0.096628,0.54866,1
BA_bad,2905013,29,33,3.752926,0,1,0.093712,0.400271,1
BA_bad,2905013,31,58,4.12515,0,1,0.089188,0.205289,0
BA_bad,2905013,33,51,3.489105,0,1,0.087326,0.654968,1
BA_bad,2905013,34,42,3.939699,0,1,0.099892,0.281517,0
BA_bad,2905013,35,45,4.170164,0,1,0.101346,0.184612,0
BA_bad,2905013,36,43,3.570651,1,0,0.094666,0.657665,1
BA_bad,2905013,37,47,4.040806,0,1,0.122604,0.223842,0
BA_bad,2905013,38,40,2.570349,0,1,0.106554,3.349599,1
BA_bad,2905013,38,62,3.023746,0,1,0.114214,1.446523,1
BA_bad,2905013,40,59,3.811642,0,1,0.101177,0.35441,1
BA_bad,2905013,41,55,4.178472,0,1,0.090172,0.185954,0
BA_bad,2905013,44,55,4.048091,0,1,0.103752,0.229384,0
BA_bad,2905013,46,63,3.866552,0,1,0.122572,0.307301,0
BA_bad,2905013,51,54,3.925912,0,1,0.094044,0.292059,0
BA_bad,2905014,1,26,3.752029,0,1,0.075994,0.415385,1
BA_bad,2905014,1,48,3.773322,0,1,0.119037,0.366649,1
BA_bad,2905014,2,46,3.122861,0,1,0.118058,1.198734,1
BA_bad,2905014,2,50,4.00331,0,1,0.112948,0.244307,0
BA_bad,2905014,2,55,4.122414,1,0,0.098751,0.239205,0
BA_bad,2905014,2,59,2.776892,0,1,0.106169,2.302691,1
BA_bad,2905014,3,12,4.112272,0,1,0.075562,0.215958,0
BA_bad,2905014,4,6,2.801974,0,1,0.138372,2.062807,1
BA_bad,2905014,5,25,3.986785,1,0,0.107394,0.300856,0
BA_bad,2905014,5,55,3.84656,1,0,0.118529,0.379676,1
BA_bad,2905014,6,26,4.102185,0,1,0.105822,0.207038,0
BA_bad,2905014,6,27,3.229811,0,1,0.075707,1.074132,1
BA_bad,2905014,7,50,3.646615,1,0,0.103556,0.562729,1
BA_bad,2905014,8,28,4.063909,0,1,0.070041,0.238426,0
BA_bad,2905014,10,25,3.8186,0,1,0.097315,0.352668,1
BA_bad,2905014,12,30,4.004911,0,1,0.109002,0.245527,0
BA_bad,2905014,14,53,2.871039,0,1,0.083997,2.028396,1
BA_bad,2905014,15,31,3.862222,0,1,0.093847,0.328045,0
BA_bad,2905014,15,38,2.918477,0,1,0.085536,1.855058,1
BA_bad,2905014,15,49,2.57168,0,1,0.128735,3.196504,1
BA_bad,2905014,16,17,2.611741,0,1,0.066571,3.365405,1
BA_bad,2905014,18,23,3.333831,0,1,0.096637,0.852592,1
BA_bad,2905014,18,24,3.894072,0,1,0.080474,0.31798,0
BA_bad,2905014,18,51,3.78345,1,0,0.112212,0.431253,1
BA_bad,2905014,19,44,3.75728,1,0,0.088979,0.47378,1
BA_bad,2905014,20,39,3.893251,0,1,0.082434,0.317208,0
BA_bad,2905014,20,42,4.143915,0,1,0.079276,0.202375,0
BA_bad,2905014,20,55,3.443863,0,1,0.11415,0.673976,1
BA_bad,2905014,21,35,2.866835,0,1,0.076074,2.076605,1
BA_bad,2905014,22,35,3.419234,1,0,0.112588,0.835604,1
BA_bad,2905014,22,42,3.20605,0,1,0.077177,1.118259,1
BA_bad,2905014,23,24,2.883157,0,1,0.111722,1.877165,1
BA_bad,2905014,23,59,3.262223,0,1,0.111692,0.94234,1
BA_bad,2905014,24,28,3.48293,0,1,0.097453,0.649083,1
BA_bad,2905014,24,51,2.924853,0,1,0.104959,1.763811,1
BA_bad,2905014,26,27,3.818221,1,0,0.121585,0.397315,1
BA_bad,2905014,26,40,3.074807,0,1,0.101775,1.351483,1
BA_bad,2905014,26,48,3.472426,0,1,0.103685,0.653403,1
BA_bad,2905014,27,31,3.734568,0,1,0.090599,0.41644,1
BA_bad,2905014,28,33,4.047412,0,1,0.093575,0.23439,0
BA_bad,2905014,29,32,3.456891,0,1,0.103408,0.672493,1
BA_bad,2905014,38,49,3.678236,0,1,0.066644,0.483996,1
BA_bad,2905014,39,56,2.85131,0,1,0.109723,1.997036,1
BA_bad,2905014,40,41,3.658779,0,1,0.075739,0.492385,1
BA_bad,2905014,42,61,2.869675,0,1,0.097554,1.979036,1
BA_bad,2905014,46,50,3.952379,0,1,0.08193,0.285163,0
BA_bad,2905014,46,54,2.879072,1,0,0.099714,2.289332,1
BA_bad,2905014,50,62,3.439799,0,1,0.112094,0.681774,1
BA_bad,2905014,51,52,2.635349,0,1,0.110079,2.955324,1
BA_bad,2905015,0,36,3.769788,0,1,0.100473,0.382971,1
BA_bad,2905015,1,7,2.714111,0,1,0.114843,2.536733,1
BA_bad,2905015,2,12,3.719328,0,1,0.112216,0.410025,1
BA_bad,2905015,2,29,2.633896,1,0,0.148795,3.240964,1
BA_bad,2905015,4,10,3.988078,0,1,0.09657,0.259531,0
BA_bad,2905015,4,38,3.758733,0,1,0.080449,0.406712,1
BA_bad,2905015,5,20,4.099085,0,1,0.09003,0.214889,0
BA_bad,2905015,5,24,4.134297,0,1,0.112631,0.192655,0
BA_bad,2905015,5,58,3.981273,0,1,0.123906,0.248782,0
BA_bad,2905015,5,59,3.441698,0,1,0.088989,0.711556,1
BA_bad,2905015,6,21,3.479646,0,1,0.087514,0.666079,1
BA_bad,2905015,7,17,2.667126,0,1,0.106749,2.808056,1
BA_bad,2905015,8,45,3.232414,1,0,0.095561,1.214249,1
BA_bad,2905015,9,19,3.318354,0,1,0.084632,0.898233,1
BA_bad,2905015,11,50,3.322534,0,1,0.098771,0.866579,1
BA_bad,2905015,12,29,3.34538,0,1,0.104902,0.821187,1
BA_bad,2905015,12,35,2.67712,0,1,0.082504,2.894497,1
BA_bad,2905015,14,59,3.297752,0,1,0.068433,0.963226,1
BA_bad,2905015,17,31,3.503653,0,1,0.116025,0.602288,1
BA_bad,2905015,18,23,3.772188,0,1,0.112018,0.3726,1
BA_bad,2905015,20,40,4.041042,0,1,0.123143,0.223504,0
BA_bad,2905015,23,37,3.681608,0,1,0.108656,0.442271,1
BA_bad,2905015,24,26,3.051677,0,1,0.095188,1.428222,1
BA_bad,2905015,24,58,3.29404,1,0,0.09474,1.087326,1
BA_bad,2905015,26,43,3.720535,0,1,0.110846,0.410248,1
BA_bad,2905015,27,37,3.222089,0,1,0.088469,1.061868,1
BA_bad,2905015,29,33,3.848256,0,1,0.100323,0.332151,0
BA_bad,2905015,29,63,3.944379,0,1,0.10482,0.276394,0
BA_bad,2905015,32,34,4.011067,0,1,0.092984,0.250698,0
BA_bad,2905015,32,42,3.433119,0,1,0.099584,0.707589,1
BA_bad,2905015,33,52,3.502214,0,1,0.108766,0.612697,1
BA_bad,2905015,33,60,3.233016,0,1,0.105441,1.006236,1
BA_bad,2905015,33,61,3.774771,0,1,0.09496,0.383725,1
BA_bad,2905015,34,63,3.427028,0,1,0.108215,0.703224,1
BA_bad,2905015,37,46,2.683979,0,1,0.101116,2.75417,1
BA_bad,2905015,38,40,3.415718,0,1,0.100576,0.728886,1
BA_bad,2905015,39,48,2.812571,1,0,0.072321,2.729059,1
BA_bad,2905015,40,49,2.911128,0,1,0.111525,1.784792,1
BA_bad,2905015,43,56,4.123815,0,1,0.102573,0.200351,0
BA_bad,2905015,44,59,3.186494,0,1,0.104967,1.096092,1
BA_bad,2905015,48,53,4.032018,0,1,0.106884,0.234711,0
BA_bad,2905015,48,54,3.224217,0,1,0.081289,1.073065,1
BA_bad,2905015,52,53,3.582754,0,1,0.089943,0.54954,1
BA_bad,2905015,52,61,3.457405,0,1,0.089788,0.690419,1
BA_bad,2905016,0,42,3.055688,0,1,0.105673,1.388421,1
BA_bad,2905016,0,56,4.165308,1,0,0.072358,0.233251,0
BA_bad,2905016,0,57,3.819904,0,1,0.107395,0.34481,0
BA_bad,2905016,1,10,3.487717,0,1,0.107482,0.630679,1
BA_bad,2905016,1,59,3.532211,0,1,0.111598,0.5769,1
BA_bad,2905016,2,54,2.775984,0,1,0.06949,2.482054,1
BA_bad,2905016,2,63,3.045999,0,1,0.123392,1.363896,1
BA_bad,2905016,3,51,2.791678,0,1,0.070731,2.406248,1
BA_bad,2905016,3,54,4.150956,1,0,0.077838,0.236808,0
BA_bad,2905016,3,63,3.008202,0,1,0.134048,1.430116,1
BA_bad,2905016,8,12,3.422621,0,1,0.124632,0.685984,1
BA_bad,2905016,8,18,3.641785,0,1,0.085712,0.497808,1
BA_bad,2905016,10,22,2.671321,0,1,0.106861,2.786096,1
BA_bad,2905016,10,59,4.108962,0,1,0.090004,0.211076,0
BA_bad,2905016,12,26,2.786858,0,1,0.110711,2.240892,1
BA_bad,2905016,12,48,2.923847,1,0,0.085832,2.169758,1
BA_bad,2905016,12,61,4.126788,0,1,0.116166,0.193927,0
BA_bad,2905016,15,16,3.987257,0,1,0.11652,0.249752,0
BA_bad,2905016,16,42,3.569958,0,1,0.090234,0.562148,1
BA_bad,2905016,17,52,3.429624,0,1,0.098715,0.713338,1
BA_bad,2905016,19,31,2.83781,0,1,0.111376,2.039905,1
BA_bad,2905016,21,44,3.366556,0,1,0.110285,0.78171,1
BA_bad,2905016,21,47,2.678128,0,1,0.084492,2.877727,1
BA_bad,2905016,23,33,4.166569,0,1,0.087265,0.191131,0
BA_bad,2905016,26,33,3.851219,0,1,0.106015,0.326627,0
BA_bad,2905016,27,47,3.616636,0,1,0.093041,0.513516,1
BA_bad,2905016,30,37,2.738808,0,1,0.093253,2.532363,1
BA_bad,2905016,30,56,3.065372,0,1,0.103644,1.369737,1
BA_bad,2905016,31,33,3.398351,0,1,0.123169,0.719034,1
BA_bad,2905016,32,43,2.933145,0,1,0.088513,1.795517,1
BA_bad,2905016,32,60,3.674993,0,1,0.090786,0.463909,1
BA_bad,2905016,34,49,3.429804,0,1,0.101019,0.709827,1
BA_bad,2905016,34,63,3.521768,0,1,0.079049,0.627506,1
BA_bad,2905016,35,38,3.736477,0,1,0.091533,0.414224,1
BA_bad,2905016,35,44,2.85879,0,1,0.138062,1.861505,1
